,TRY,CHF,SEK,RUB,NZL,NOK,MXN,JPY,GBP,EUR,CNH,CLP,CAD,ARS,AUD,ZAR,USD,BRL
2020-06-01,1.269473,0.179038,1.744607,12.879805,0.684392,1.792457,4.109901,20.04006,0.149207,0.167371,1.328179,147.714957,0.252939,12.775987,0.274282,3.237847,0.18632,
2020-06-02,1.289762,0.184965,1.794301,13.213958,0.706303,1.83416,4.191347,20.885189,0.153218,0.172095,1.366984,149.463525,0.260094,13.201314,0.279008,3.300527,0.192285,
2020-06-03,1.329778,0.189879,1.834529,13.536482,0.725527,1.867631,4.291077,21.525211,0.157093,0.175846,1.405894,155.190846,0.266717,13.576611,0.285228,3.342523,0.197519,
2020-06-04,1.31948,0.186659,1.796433,13.500089,0.717565,1.826747,4.277926,21.324362,0.155057,0.172301,1.38846,150.604662,0.263578,13.445469,0.281198,3.299633,0.195362,
2020-06-05,1.363377,0.19381,1.850591,13.836656,0.739705,1.878502,4.346574,22.07161,0.159009,0.178366,1.423593,154.392533,0.270303,13.877347,0.289017,3.395041,0.201393,
2020-06-06,1.363427,0.19381,1.849339,13.793373,0.739715,1.872874,4.346503,22.070605,0.159009,0.178358,1.423593,154.392529,0.270303,13.877346,0.289017,3.395041,0.201393,
2020-06-07,1.363674,0.193832,1.848452,13.820487,0.740348,1.871562,4.336445,22.088784,0.158755,0.17835,1.424802,154.52524,0.270306,13.876196,0.28853,3.390567,0.201566,
2020-06-08,1.406075,0.1986,1.90871,14.137923,0.761601,1.920065,4.457781,22.50195,0.162815,0.183569,1.463563,159.15422,0.277488,14.311584,0.29528,3.456614,0.20734,
2020-06-09,1.387061,0.193995,1.877582,14.020385,0.749541,1.893025,4.464433,22.001488,0.160326,0.179959,1.444154,157.102799,0.273839,14.101522,0.293252,3.396248,0.204057,
2020-06-10,1.362479,0.189579,1.846843,13.766114,0.73851,1.870418,4.400515,21.498418,0.157774,0.176712,1.418522,155.51449,0.269662,13.922454,0.287826,3.317638,0.201054,
2020-06-11,1.37399,0.18965,1.874695,14.086586,0.738094,1.933022,4.591035,21.458359,0.159642,0.177842,1.422356,159.305318,0.273907,13.928552,0.293772,3.458305,0.20094,
2020-06-12,1.349197,0.188576,1.848914,13.812152,0.727427,1.910861,4.408073,21.263046,0.157934,0.17593,1.400887,156.893265,0.26907,13.741248,0.288453,3.385053,0.198047,
2020-06-13,1.349197,0.188575,1.848914,13.812152,0.727428,1.910861,4.408073,21.263046,0.157876,0.175958,1.400887,156.893269,0.269127,13.741248,0.288453,3.385053,0.198047,
2020-06-14,1.322939,0.184762,1.814805,13.491461,0.712636,1.881894,4.347167,20.850131,0.155076,0.172505,1.374761,153.703537,0.264391,13.469994,0.283865,3.326438,0.194021,
2020-06-15,1.324022,0.184037,1.798414,13.503878,0.712429,1.847028,4.305006,20.837388,0.153636,0.171198,1.370827,151.93188,0.262581,13.450043,0.279142,3.317343,0.193964,
2020-06-16,1.30353,0.181392,1.78793,13.281969,0.700431,1.8259,4.259265,20.474048,0.151739,0.169358,1.350826,149.555491,0.25838,13.275619,0.276963,3.286945,0.190687,
2020-06-17,1.308461,0.181457,1.783009,13.312232,0.702427,1.820471,4.267371,20.471602,0.15227,0.170062,1.352912,153.290133,0.259414,13.314848,0.277717,3.286644,0.19123,
2020-06-18,1.27518,0.176903,1.752042,12.995668,0.683005,1.772857,4.224554,19.88308,0.149611,0.165882,1.316893,152.007916,0.252819,12.956155,0.27118,3.245649,0.185943,
2020-06-19,1.290227,0.179294,1.784148,13.070677,0.691513,1.815745,4.262738,20.124369,0.152453,0.168408,1.331907,153.87422,0.256209,13.130609,0.275457,3.259702,0.188272,
2020-06-20,1.290227,0.179294,1.784149,13.070677,0.691513,1.815745,4.262738,20.124369,0.152461,0.16844,1.331907,153.874222,0.256223,13.130609,0.275457,3.259702,0.188272,
2020-06-21,1.294959,0.180023,1.788622,13.133145,0.694477,1.829091,4.280459,20.19969,0.153136,0.169107,1.338428,154.532857,0.257439,13.182178,0.277034,3.297411,0.189077,
2020-06-22,1.303326,0.180243,1.784144,13.158489,0.699185,1.826293,4.273419,20.349976,0.152408,0.168855,1.343262,156.032174,0.257235,13.3102,0.274935,3.295937,0.190353,
2020-06-23,1.330014,0.183387,1.803673,13.347446,0.713021,1.847173,4.353444,20.66659,0.155068,0.171658,1.370544,159.018412,0.26305,13.596611,0.280016,3.342729,0.194114,
2020-06-24,1.281588,0.177251,1.75162,12.998823,0.686759,1.808537,4.261876,20.014813,0.1506,0.166154,1.323807,153.143065,0.255088,13.104607,0.272449,3.254593,0.186965,
2020-06-25,1.278602,0.176856,1.738483,12.885936,0.685171,1.800602,4.230004,19.989742,0.150158,0.16621,1.320911,150.923441,0.254345,13.085066,0.270769,3.198695,0.186532,
2020-06-26,1.250958,0.172992,1.703714,12.73581,0.670414,1.774504,4.208186,19.561965,0.147923,0.16269,1.293904,149.936178,0.249808,12.804971,0.265925,3.150402,0.182515,
2020-06-27,1.250958,0.173003,1.703714,12.73581,0.670414,1.774504,4.208186,19.561965,0.147923,0.16269,1.293904,149.936178,0.249808,12.804971,0.265925,3.150402,0.182515,
2020-06-28,1.269728,0.175603,1.729448,12.932585,0.680496,1.795598,4.274098,19.855355,0.150124,0.165062,1.312888,152.201257,0.253448,12.991005,0.270112,3.203211,0.185272,
2020-06-29,1.268431,0.175989,1.725587,12.981759,0.679744,1.789025,4.266973,19.904649,0.15034,0.164509,1.309507,152.022687,0.252708,13.016469,0.269236,3.192661,0.185055,
2020-06-30,1.254101,0.173345,1.705565,13.027105,0.672292,1.761122,4.212675,19.757534,0.147674,0.162903,1.294023,150.593678,0.248442,12.882898,0.265191,3.176766,0.183026,
2020-07-01,1.287693,0.177867,1.749936,13.330961,0.690716,1.788632,4.263291,20.206716,0.150706,0.167122,1.329193,152.058267,0.255458,13.261617,0.271851,3.204938,0.188051,
2020-07-02,1.278305,0.176438,1.737292,13.15169,0.685223,1.776419,4.190153,20.060069,0.1496,0.165949,1.318635,149.450459,0.253035,13.167177,0.269358,3.165736,0.186557,
2020-07-03,1.291197,0.177913,1.752934,13.442931,0.691037,1.782707,4.21171,20.226225,0.150713,0.167275,1.329947,150.981697,0.254938,13.293965,0.270899,3.20109,0.18814,
2020-07-04,1.291197,0.177913,1.752934,13.442931,0.691037,1.782707,4.21171,20.226225,0.150705,0.16731,1.329947,150.981698,0.254939,13.293965,0.270899,3.20109,0.18814,
2020-07-05,1.296934,0.178605,1.759525,13.501878,0.694082,1.791424,4.230458,20.322542,0.151509,0.168042,1.335738,151.647438,0.256101,13.35237,0.272135,3.225931,0.188969,
2020-07-06,1.280917,0.17588,1.725914,13.406479,0.685746,1.753127,4.17013,20.045881,0.149448,0.165057,1.309406,149.239113,0.252784,13.20844,0.267578,3.170914,0.186689,
2020-07-07,1.275104,0.175189,1.721469,13.277237,0.682764,1.765007,4.241916,19.992288,0.148208,0.164875,1.305825,146.749924,0.252916,13.174336,0.267599,3.19078,0.185877,
2020-07-08,1.283383,0.175601,1.717826,13.331661,0.68735,1.754931,4.246019,20.075973,0.148408,0.16512,1.309677,147.249218,0.252989,13.262518,0.268088,3.171049,0.187126,
2020-07-09,1.285434,0.176095,1.730565,13.270348,0.687962,1.773668,4.239498,20.078664,0.148586,0.165931,1.310562,147.698275,0.254429,13.273457,0.269101,3.156005,0.187292,
2020-07-10,1.288203,0.176672,1.725271,13.274736,0.68934,1.769392,4.213092,20.066233,0.148694,0.166075,1.316485,148.713752,0.255151,13.30643,0.270114,3.147949,0.187675,
2020-07-11,1.288202,0.176644,1.726555,13.274735,0.689331,1.769195,4.212182,20.063415,0.148683,0.166084,1.316485,148.713818,0.255022,13.29943,0.270036,3.148064,0.187675,
2020-07-12,1.28866,0.176536,1.726136,13.288942,0.689502,1.771292,4.214757,20.06622,0.14855,0.165891,1.315132,148.752073,0.255042,13.278374,0.269816,3.157589,0.187723,
2020-07-13,1.269758,0.174318,1.700815,13.105055,0.679845,1.748584,4.205701,19.858415,0.147391,0.163136,1.296091,146.159468,0.251861,13.171351,0.266589,3.116579,0.185082,
2020-07-14,1.278858,0.175001,1.693258,13.22461,0.684226,1.744555,4.170035,19.981868,0.148168,0.163268,1.304555,146.505527,0.253334,13.269092,0.266592,3.113441,0.186275,
2020-07-15,1.276774,0.175844,1.688936,13.226957,0.683856,1.727293,4.158558,19.90555,0.147882,0.163136,1.30025,145.662964,0.251505,13.274511,0.265806,3.088351,0.186175,
2020-07-16,1.286514,0.177361,1.704689,13.426602,0.688963,1.744801,4.204418,20.130178,0.149396,0.164756,1.312397,148.071734,0.25472,13.381228,0.26904,3.144166,0.187575,
2020-07-17,1.27353,0.174287,1.68057,13.34309,0.681851,1.725381,4.185779,19.864254,0.147696,0.162421,1.298449,146.245922,0.252097,13.266773,0.265388,3.096879,0.185639,
2020-07-18,1.27353,0.174245,1.68057,13.34309,0.681851,1.725381,4.185779,19.864254,0.147729,0.162421,1.298449,146.245922,0.252097,13.266773,0.265388,3.096879,0.185639,
2020-07-19,1.27321,0.174286,1.678865,13.349546,0.682065,1.722028,4.184825,19.875688,0.147766,0.162383,1.29833,146.292462,0.252182,13.264034,0.265345,3.099796,0.185698,
2020-07-20,1.286658,0.176226,1.68504,13.393368,0.689272,1.732019,4.223619,20.125631,0.148237,0.163937,1.311234,147.529685,0.253912,13.437597,0.267344,3.121511,0.187649,
2020-07-21,1.320951,0.180413,1.716037,13.677234,0.710442,1.759939,4.316668,20.670078,0.151926,0.167708,1.348158,149.23686,0.260112,13.869679,0.271077,3.174406,0.193412,
2020-07-22,1.33731,0.181568,1.732936,13.911833,0.717505,1.788514,4.369766,20.933099,0.153385,0.168829,1.370514,149.997753,0.262051,14.007987,0.273617,3.213542,0.195335,
2020-07-23,1.312812,0.177501,1.69885,13.6868,0.70472,1.767546,4.312563,20.497122,0.150576,0.165364,1.345216,147.812898,0.257055,13.767786,0.269831,3.191583,0.191865,
2020-07-24,1.308905,0.176008,1.689378,13.702211,0.702221,1.751307,4.260661,20.292792,0.149462,0.164022,1.342039,148.015104,0.256521,13.734636,0.269084,3.186189,0.191184,
2020-07-25,1.308905,0.176023,1.689378,13.702212,0.702221,1.751307,4.260661,20.292793,0.149462,0.164015,1.342039,148.01511,0.256483,13.734636,0.269084,3.186189,0.191185,
2020-07-26,1.308314,0.176087,1.689566,13.70179,0.70205,1.744863,4.263144,20.257491,0.149404,0.164027,1.341132,147.979334,0.256577,13.736147,0.269386,3.189555,0.191138,
2020-07-27,1.335866,0.178744,1.695594,13.910575,0.713874,1.765696,4.263971,20.470253,0.150762,0.165221,1.360045,149.346015,0.259347,13.994072,0.271476,3.190171,0.19436,
2020-07-28,1.34572,0.178108,1.703029,14.072706,0.712744,1.769461,4.258343,20.392492,0.150092,0.165554,1.359862,148.692171,0.259676,13.986077,0.271194,3.206971,0.194039,
2020-07-29,1.349102,0.176416,1.687478,14.027717,0.710417,1.74643,4.251152,20.301633,0.148871,0.164046,1.353237,146.493473,0.257966,13.963674,0.269082,3.200553,0.193416,
2020-07-30,1.35492,0.176363,1.687074,14.229337,0.712509,1.760015,4.271806,20.313141,0.148102,0.163717,1.357713,147.712261,0.260285,14.017244,0.269527,3.251834,0.193975,
2020-07-31,1.33505,0.174906,1.680847,14.243727,0.703273,1.743847,4.266617,20.265383,0.146327,0.162558,1.338142,144.888328,0.256794,13.858175,0.268215,3.268235,0.191474,
2020-08-01,1.33505,0.174906,1.680847,14.243727,0.703273,1.743847,4.266617,20.265383,0.146327,0.162558,1.338142,144.888328,0.256794,13.858175,0.268215,3.268235,0.191474,
2020-08-02,1.337053,0.175063,1.680734,14.235257,0.704135,1.739975,4.268346,20.280297,0.146342,0.162537,1.33969,145.064015,0.256863,13.857955,0.268181,3.269914,0.191706,
2020-08-03,1.309183,0.172496,1.644593,13.73139,0.690451,1.716449,4.257423,19.931076,0.143749,0.159829,1.312764,142.424701,0.251802,13.619378,0.264161,3.231873,0.18797,
2020-08-04,1.309977,0.172672,1.648397,13.876456,0.694209,1.719162,4.281439,19.990992,0.144577,0.160188,1.318085,145.845966,0.251618,13.71137,0.263959,3.284013,0.188993,
2020-08-05,1.333785,0.171605,1.636513,13.759572,0.694131,1.690862,4.225169,19.955593,0.14397,0.159166,1.31168,146.906476,0.250661,13.713801,0.262484,3.271284,0.188972,
2020-08-06,1.358311,0.170588,1.628716,13.733197,0.688819,1.681288,4.198529,19.785643,0.142681,0.157832,1.302189,145.051079,0.249544,13.631595,0.259238,3.26971,0.187526,
2020-08-07,1.341487,0.167867,1.610104,13.55685,0.675516,1.663024,4.117447,19.481823,0.14093,0.156007,1.282248,145.071627,0.246178,13.382457,0.256983,3.243814,0.183914,
2020-08-08,1.3412,0.167832,1.608462,13.553953,0.675409,1.66011,4.116625,19.479498,0.140862,0.155973,1.281974,145.040335,0.24612,13.379919,0.25688,3.244026,0.183875,
2020-08-09,1.338059,0.168015,1.609829,13.563079,0.675812,1.668088,4.122961,19.487457,0.141055,0.156241,1.282256,145.133233,0.246339,13.428312,0.257337,3.241419,0.183992,
2020-08-10,1.337153,0.167003,1.598067,13.419704,0.670109,1.648848,4.101725,19.328471,0.139548,0.155372,1.269927,147.040047,0.243724,13.298369,0.255144,3.228285,0.182432,
2020-08-11,1.341252,0.170334,1.627267,13.584838,0.682497,1.673066,4.165167,19.783538,0.142291,0.158217,1.289869,147.621572,0.247127,13.552155,0.259903,3.251912,0.185804,
2020-08-12,1.3483,0.16777,1.598139,13.581439,0.67563,1.644402,4.11336,19.658618,0.141094,0.156037,1.275345,145.731666,0.243659,13.437601,0.256677,3.20867,0.183935,
2020-08-13,1.367862,0.169453,1.618237,13.578813,0.684226,1.654471,4.128735,19.924558,0.142523,0.157627,1.294517,147.809363,0.246314,13.604929,0.260459,3.246401,0.186275,
2020-08-14,1.359189,0.167652,1.602666,13.434131,0.677418,1.63997,4.056404,19.657333,0.140927,0.155732,1.280237,147.09694,0.244685,13.491674,0.257134,3.207281,0.184424,
2020-08-15,1.359189,0.167628,1.602666,13.434132,0.677418,1.63997,4.056404,19.657334,0.140927,0.155732,1.280237,147.096949,0.244685,13.491675,0.257134,3.207281,0.184424,
2020-08-16,1.358562,0.167616,1.60174,13.436726,0.677221,1.641003,4.048435,19.654633,0.14078,0.1557,1.279907,147.059536,0.244466,13.488815,0.256915,3.205761,0.184377,
2020-08-17,1.339947,0.164542,1.575937,13.363207,0.666667,1.605399,4.021783,19.244255,0.138516,0.152857,1.258345,146.611505,0.240053,13.266906,0.251672,3.177257,0.181495,
2020-08-18,1.34856,0.165182,1.579619,13.368113,0.671739,1.61564,4.047696,19.267911,0.138072,0.153174,1.263204,145.338903,0.240689,13.423912,0.252376,3.170215,0.182886,
2020-08-19,1.310192,0.164492,1.564228,13.186344,0.660826,1.601511,3.983457,19.065934,0.137147,0.151798,1.245024,141.11718,0.237681,13.206853,0.250211,3.106598,0.179905,
2020-08-20,1.313697,0.163263,1.566178,13.295398,0.660933,1.60348,3.974666,19.027249,0.13611,0.151645,1.242421,141.500131,0.237163,13.218746,0.249946,3.106197,0.179934,
2020-08-21,1.304787,0.162137,1.567497,13.313148,0.653539,1.60327,3.910196,18.826965,0.135952,0.150849,1.229877,141.11911,0.234439,13.093675,0.248504,3.052733,0.177934,
2020-08-22,1.304787,0.162138,1.567497,13.313149,0.653539,1.60327,3.910196,18.826965,0.135936,0.150855,1.229877,141.119113,0.234439,13.093675,0.248504,3.052733,0.177934,
2020-08-23,1.30419,0.162143,1.559152,13.306874,0.653357,1.602449,3.905691,18.834919,0.135801,0.150726,1.230456,141.079313,0.234317,13.082308,0.248133,3.048075,0.177884,
2020-08-24,1.31458,0.162531,1.566332,13.301909,0.654608,1.604405,3.919996,18.883326,0.136357,0.151099,1.231696,140.074476,0.235572,13.129668,0.248682,3.021032,0.178212,
2020-08-25,1.342948,0.164808,1.589498,13.676711,0.666764,1.625908,3.977671,19.306998,0.138056,0.153395,1.253243,142.87542,0.239088,13.384535,0.252389,3.057597,0.181521,
2020-08-26,1.313087,0.161849,1.554074,13.486173,0.654958,1.582508,3.912558,18.880232,0.134886,0.15064,1.226857,139.899785,0.234352,13.159318,0.2464,3.008068,0.178307,
2020-08-27,1.321293,0.16327,1.566445,13.472174,0.659462,1.599754,3.976894,19.139903,0.136039,0.151906,1.236257,140.825856,0.235687,13.264023,0.247385,3.062244,0.179533,
2020-08-28,1.360469,0.167702,1.602216,13.741238,0.681301,1.631899,4.034833,19.541123,0.138925,0.155798,1.273108,144.580675,0.242954,13.710449,0.251753,3.073913,0.185479,
2020-08-29,1.360469,0.167706,1.602216,13.741238,0.681301,1.631899,4.034833,19.541123,0.138925,0.155798,1.273108,144.580675,0.242954,13.710449,0.251753,3.073913,0.185479,
2020-08-30,1.360835,0.16769,1.600798,13.752101,0.68137,1.630856,4.038178,19.600043,0.139005,0.155775,1.272396,144.603458,0.242827,13.710597,0.251907,3.079676,0.185508,
2020-08-31,1.340058,0.164559,1.575419,13.451898,0.668754,1.591087,3.991014,19.276844,0.136224,0.152517,1.247211,141.353515,0.237494,13.496562,0.246797,3.087316,0.182063,
2020-09-01,1.364847,0.1685,1.607826,13.6567,0.680487,1.622278,4.032324,19.624762,0.13833,0.155441,1.266035,142.88871,0.241972,13.75442,0.251225,3.086737,0.185257,
2020-09-02,1.38172,0.170608,1.632728,14.135399,0.687801,1.656314,4.070128,19.887744,0.140216,0.157961,1.279438,144.44335,0.244289,13.915832,0.255209,3.148358,0.187248,
2020-09-03,1.405315,0.171967,1.65198,14.221287,0.694249,1.687001,4.102894,20.065605,0.142403,0.159544,1.293928,146.628904,0.248217,14.051724,0.260133,3.167242,0.189004,
2020-09-04,1.402565,0.172154,1.648967,14.211164,0.692673,1.68066,4.066591,20.036865,0.142021,0.159309,1.290297,145.497502,0.246356,14.038371,0.258882,3.127395,0.18859,
2020-09-05,1.402565,0.172154,1.648967,14.211164,0.692673,1.68066,4.066591,20.036865,0.142021,0.159309,1.290297,145.497502,0.246356,14.038371,0.258882,3.127395,0.18859,
2020-09-06,1.402276,0.172241,1.647748,14.213173,0.692652,1.685776,4.064807,20.040696,0.142308,0.159268,1.289588,145.489657,0.246576,14.03362,0.258996,3.131976,0.188581,
2020-09-07,1.406713,0.17293,1.654742,14.292784,0.693045,1.685717,4.077343,20.058576,0.143317,0.159685,1.289188,146.269645,0.247043,14.084494,0.259222,3.161987,0.188686,
2020-09-08,1.395956,0.171248,1.647852,14.227382,0.685056,1.707695,4.072894,19.766912,0.143859,0.158494,1.278775,144.165398,0.246969,13.919693,0.258866,3.167068,0.186501,
2020-09-09,1.408438,0.171775,1.646012,14.193447,0.691817,1.696977,4.025475,20.001382,0.14479,0.159487,1.287167,144.382818,0.247602,14.06818,0.258629,3.129504,0.188342,
2020-09-10,1.399845,0.171004,1.647124,14.122002,0.690283,1.702901,4.027849,19.95202,0.14663,0.15889,1.285631,145.283967,0.247862,14.052601,0.258627,3.171774,0.187924,
2020-09-11,1.405946,0.170977,1.647977,14.084097,0.690684,1.698949,4.000771,19.962579,0.146972,0.158752,1.285481,144.780458,0.247822,14.072566,0.258188,3.149388,0.188051,
2020-09-12,1.405946,0.170919,1.647977,14.084096,0.690684,1.698949,4.000771,19.962578,0.146972,0.158727,1.285481,144.780446,0.247804,14.072565,0.258188,3.149388,0.188051,
2020-09-13,1.404952,0.17078,1.650023,14.088182,0.690267,1.697888,3.998498,19.942301,0.146763,0.158646,1.284187,144.688949,0.247785,14.066028,0.257955,3.144706,0.187932,
2020-09-14,1.420832,0.172389,1.66479,14.277811,0.697028,1.714382,3.998433,20.062931,0.147662,0.159895,1.291954,145.22353,0.249981,14.242234,0.260301,3.162407,0.189761,
2020-09-15,1.419481,0.172122,1.666435,14.253607,0.696222,1.712434,4.00718,19.981094,0.147055,0.159976,1.285092,144.67682,0.249964,14.242064,0.259565,3.116975,0.189541,
2020-09-16,1.430006,0.173696,1.679949,14.294799,0.70123,1.724282,4.00231,20.045214,0.147174,0.161579,1.287935,145.156359,0.251469,14.352705,0.261343,3.108913,0.19092,
2020-09-17,1.440552,0.173316,1.673089,14.314128,0.701006,1.726432,3.984616,19.98645,0.147058,0.161016,1.289223,145.269597,0.250907,14.373366,0.260797,3.085138,0.190843,
2020-09-18,1.401796,0.16907,1.622107,14.041141,0.681274,1.686959,3.919203,19.395137,0.143589,0.156663,1.257211,141.580033,0.244934,13.967426,0.254398,3.030002,0.185484,
2020-09-19,1.401795,0.16907,1.622107,14.04114,0.681273,1.686959,3.919203,19.395135,0.143602,0.156654,1.257211,141.580017,0.244938,13.967425,0.254398,3.030002,0.185484,
2020-09-20,1.403172,0.16882,1.627131,14.024724,0.681034,1.685137,3.917307,19.376604,0.143374,0.15649,1.254888,141.530005,0.244787,13.952592,0.254216,3.0217,0.185419,
2020-09-21,1.409495,0.168991,1.635255,14.096553,0.678388,1.716925,3.946399,19.333401,0.144119,0.156984,1.255395,143.039228,0.245831,13.946995,0.255677,3.104892,0.184686,
2020-09-22,1.401819,0.168142,1.629225,13.899867,0.671309,1.708771,3.974451,19.1827,0.143509,0.15611,1.239751,142.039965,0.24316,13.812289,0.254939,3.065391,0.182759,
2020-09-23,1.378515,0.165193,1.610478,13.731715,0.656667,1.696112,3.999177,18.832465,0.140493,0.153287,1.220135,140.032539,0.239246,13.524035,0.252694,3.060871,0.178772,
2020-09-24,1.383074,0.168191,1.652124,13.99312,0.666618,1.72428,4.024,19.132469,0.142361,0.155466,1.236169,142.162283,0.242368,13.749704,0.257309,3.075151,0.181491,
2020-09-25,1.378209,0.167059,1.642518,14.051805,0.660451,1.720311,4.017352,18.986578,0.14107,0.154598,1.228119,141.710175,0.240679,13.627406,0.255897,3.075009,0.179812,
2020-09-26,1.378209,0.167044,1.642518,14.051804,0.660451,1.720311,4.017352,18.986578,0.141085,0.154591,1.228119,141.710172,0.240727,13.627406,0.255897,3.075009,0.179812,
2020-09-27,1.378861,0.166933,1.640841,14.062166,0.66045,1.721951,4.014259,18.98327,0.140937,0.154578,1.227899,141.711518,0.240622,13.625841,0.255419,3.078619,0.179814,
2020-09-28,1.376813,0.163287,1.597699,13.980819,0.648769,1.673537,3.956604,18.640936,0.137481,0.151356,1.204098,138.577464,0.236103,13.434579,0.249487,3.012855,0.176622,
2020-09-29,1.388492,0.163193,1.591713,14.006321,0.652179,1.671542,3.9777,18.758568,0.138003,0.151174,1.21051,139.306123,0.237625,13.512891,0.248547,3.007905,0.17755,
2020-09-30,1.375828,0.164096,1.59478,13.849139,0.654701,1.661412,3.934631,18.790006,0.137888,0.151942,1.208872,139.933905,0.237208,13.57722,0.248588,2.982479,0.178237,
2020-10-01,1.373815,0.162823,1.580996,13.678331,0.650815,1.648747,3.868489,18.703427,0.137481,0.150858,1.196073,139.45758,0.235318,13.497271,0.246612,2.940214,0.177179,
2020-10-02,1.367651,0.16193,1.571708,13.758794,0.646337,1.642205,3.799863,18.53478,0.13605,0.150177,1.187785,138.938194,0.234212,13.525202,0.245617,2.901772,0.17596,
2020-10-03,1.367651,0.162022,1.571708,13.758793,0.646337,1.642205,3.799862,18.534778,0.13605,0.150175,1.187785,138.938178,0.234212,13.525201,0.245617,2.901772,0.17596,
2020-10-04,1.366092,0.161479,1.57253,13.7739,0.646189,1.638913,3.805372,18.562932,0.136051,0.150173,1.188381,138.913828,0.233954,13.525199,0.245487,2.90022,0.175929,
2020-10-05,1.392672,0.164161,1.594967,14.010458,0.658882,1.650008,3.832822,18.973901,0.138086,0.152168,1.205351,143.267119,0.237778,13.800868,0.249396,2.969269,0.179375,
2020-10-06,1.394122,0.164075,1.600877,14.019251,0.65655,1.67462,3.882643,18.878403,0.138811,0.152323,1.206188,142.760087,0.238095,13.774716,0.251738,2.989722,0.178741,
2020-10-07,1.404594,0.16335,1.582415,13.906492,0.654491,1.656294,3.822606,18.880382,0.137912,0.151399,1.199871,141.59971,0.236152,13.737381,0.249588,2.962155,0.17818,
2020-10-08,1.418577,0.163754,1.581631,13.804869,0.655952,1.652395,3.81629,18.93207,0.138036,0.151796,1.20331,142.647791,0.235631,13.772975,0.248972,2.96236,0.178578,
2020-10-09,1.421119,0.1645,1.588454,13.880512,0.664126,1.652743,3.821152,19.096815,0.138572,0.152854,1.209746,143.694126,0.237196,13.943288,0.2497,2.975862,0.180815,
2020-10-10,1.421119,0.164462,1.588454,13.880512,0.664126,1.652743,3.821152,19.096814,0.138572,0.152834,1.209745,143.694008,0.237196,13.94329,0.2497,2.975862,0.180815,
2020-10-11,1.422895,0.164671,1.591626,13.884471,0.664337,1.653909,3.828813,19.108009,0.138765,0.153062,1.217081,143.739538,0.237478,13.964632,0.250168,2.984831,0.180872,
2020-10-12,1.426625,0.164338,1.59022,13.924435,0.664039,1.65166,3.836051,19.042748,0.138366,0.15302,1.219252,144.081298,0.237069,13.947421,0.250815,2.984465,0.180779,
2020-10-13,1.423442,0.164323,1.585924,13.833689,0.659497,1.659409,3.830011,18.937804,0.138807,0.152884,1.209977,143.436806,0.236001,13.890909,0.250774,2.958287,0.179543,
2020-10-14,1.414808,0.163367,1.57937,13.902047,0.65682,1.654449,3.814561,18.809964,0.137458,0.152276,1.200814,142.836551,0.23519,13.839945,0.250571,2.953129,0.178814,
2020-10-15,1.413868,0.162974,1.580637,13.893534,0.654503,1.669368,3.793408,18.777163,0.13811,0.152219,1.19602,143.277136,0.235668,13.80594,0.251344,2.967221,0.178183,
2020-10-16,1.40472,0.161982,1.568613,13.774487,0.650274,1.660711,3.742858,18.664622,0.137082,0.151105,1.184728,140.482613,0.233562,13.719872,0.250024,2.929281,0.177042,
2020-10-17,1.40472,0.161982,1.568613,13.774488,0.650274,1.660711,3.742858,18.664622,0.137082,0.151124,1.184728,140.482616,0.233562,13.719872,0.250024,2.929281,0.177042,
2020-10-18,1.404099,0.162091,1.567031,13.794414,0.650506,1.656974,3.739556,18.668072,0.137102,0.151206,1.185412,140.533852,0.23356,13.727217,0.250043,2.93065,0.177106,
2020-10-19,1.405073,0.1624,1.574985,13.838963,0.655133,1.664793,3.780946,18.809231,0.137757,0.151554,1.191241,140.472281,0.235246,13.838,0.252475,2.946806,0.178355,
2020-10-20,1.402669,0.161771,1.559909,13.795271,0.655262,1.655325,3.764102,18.818967,0.137763,0.150827,1.188414,140.221926,0.234083,13.849112,0.253009,2.937043,0.178399,
2020-10-21,1.392052,0.161443,1.557013,13.681006,0.654815,1.644102,3.763745,18.644012,0.135673,0.150326,1.184639,139.592034,0.23438,13.850121,0.250614,2.909578,0.178279,
2020-10-22,1.419864,0.162205,1.565782,13.690532,0.656737,1.65223,3.747484,18.753548,0.136691,0.151231,1.192549,139.250481,0.234689,13.944823,0.250642,2.898388,0.178801,
2020-10-23,1.417413,0.160973,1.556904,13.563605,0.653646,1.643964,3.712853,18.633272,0.136415,0.150047,1.185229,138.04319,0.233585,13.902232,0.249278,2.883075,0.17796,
2020-10-24,1.417413,0.160901,1.556904,13.563604,0.653646,1.643964,3.712852,18.63327,0.136415,0.150019,1.185229,138.043179,0.233585,13.902231,0.249278,2.883075,0.17796,
2020-10-25,1.418693,0.161059,1.560836,13.559998,0.653654,1.648977,3.725003,18.633184,0.136449,0.150278,1.186225,138.043888,0.234221,13.92531,0.250062,2.888306,0.177961,
2020-10-26,1.439105,0.161479,1.554848,13.595744,0.653039,1.643657,3.725465,18.648098,0.136594,0.15058,1.191154,137.845708,0.234901,13.900666,0.249731,2.882094,0.177797,
2020-10-27,1.436261,0.159369,1.53142,13.541711,0.643731,1.612671,3.692076,18.316399,0.134531,0.148772,1.17741,135.476249,0.231274,13.724245,0.246231,2.840365,0.17526,
