,TRY,CHF,SEK,RUB,NZL,NOK,MXN,JPY,GBP,EUR,CNH,CLP,CAD,ARS,AUD,ZAR,USD,BRL
2006-10-02,0.685431,0.577147,3.404113,12.399737,0.464562,3.045975,4.974114,54.637597,0.246135,0.364591,0.464562,236.389821,0.518047,1.439259,0.620607,3.588122,0.464562,
2006-10-03,0.685831,0.578506,3.398475,12.425945,0.464578,3.059281,4.977017,54.844594,0.246279,0.364804,0.464578,236.527798,0.521341,1.440099,0.625237,3.655808,0.464578,
2006-10-04,0.681868,0.576987,3.392792,12.373264,0.462325,3.05004,4.98909,54.469416,0.245072,0.363663,0.462325,235.460761,0.520474,1.431122,0.619863,3.631282,0.462325,
2006-10-05,0.677744,0.57907,3.376038,12.395423,0.462615,3.057499,4.987247,54.511004,0.24621,0.364378,0.462615,237.115581,0.52066,1.432663,0.620136,3.608184,0.462615,
2006-10-06,0.677431,0.582899,3.408073,12.429982,0.462532,3.088183,5.018349,54.954128,0.247083,0.366972,0.462532,239.053211,0.520404,1.434936,0.621908,3.610165,0.462532,
2006-10-07,0.677431,0.582899,3.408073,12.429982,0.462532,3.088183,5.018349,54.954128,0.247083,0.366972,0.462532,239.053211,0.520404,1.434936,0.621908,3.610165,0.462532,
2006-10-08,0.677431,0.582899,3.408073,12.429982,0.462532,3.088183,5.018349,54.954128,0.247083,0.366972,0.462532,239.053211,0.520404,1.434936,0.621908,3.610165,0.462532,
2006-10-09,0.682355,0.585903,3.434457,11.985394,0.464776,3.102021,5.032458,55.296548,0.248857,0.36884,0.464776,238.551195,0.521835,1.440949,0.624152,3.639643,0.464776,
2006-10-10,0.685085,0.593231,3.451597,12.574652,0.466602,3.124097,5.090104,55.815772,0.25162,0.372329,0.466602,240.63966,0.528855,1.448693,0.627336,3.59863,0.466602,
2006-10-11,0.680778,0.592612,3.435624,12.562033,0.465905,3.135449,5.051895,55.782895,0.251144,0.37201,0.465905,239.380975,0.529705,1.44816,0.627581,3.590566,0.465905,
2006-10-12,0.676628,0.590316,3.431151,12.009343,0.465668,3.127058,4.998888,55.579861,0.250408,0.370755,0.465668,237.909684,0.527992,1.44105,0.61942,3.502707,0.465668,
2006-10-13,0.67565,0.594498,3.462279,12.096644,0.466796,3.1498,4.991601,55.813953,0.251633,0.373288,0.466796,238.351562,0.531748,1.445332,0.621673,3.484453,0.466796,
2006-10-14,0.67565,0.594498,3.462279,12.096644,0.466796,3.1498,4.991601,55.813953,0.251633,0.373288,0.466796,238.351562,0.531748,1.445332,0.621673,3.484453,0.466796,
2006-10-15,0.67565,0.594498,3.462279,12.096644,0.466796,3.1498,4.991601,55.813953,0.251633,0.373288,0.466796,238.351562,0.531748,1.445332,0.621673,3.484453,0.466796,
2006-10-16,0.678513,0.596829,3.473909,12.129217,0.470123,3.173827,4.985755,55.91543,0.252399,0.374869,0.470123,238.28535,0.534076,1.453966,0.623819,3.522267,0.470123,
2006-10-17,0.675893,0.594913,3.46542,12.643838,0.469235,3.167384,4.973256,55.646157,0.250645,0.374042,0.469235,237.074995,0.534805,1.455433,0.62263,3.567346,0.469235,
2006-10-18,0.680876,0.597949,3.473409,12.680463,0.470931,3.188387,4.999249,56.001653,0.252084,0.375573,0.470931,238.406069,0.534665,1.455945,0.623601,3.577593,0.470931,
2006-10-19,0.66627,0.590896,3.437728,12.618179,0.469999,3.138986,4.944912,55.586987,0.250316,0.372218,0.469999,235.572843,0.530112,1.447257,0.619296,3.524492,0.469999,
2006-10-20,0.667583,0.588683,3.421453,12.574425,0.468422,3.127279,4.952289,55.582371,0.248617,0.371292,0.468422,235.120484,0.526306,1.445921,0.617829,3.521776,0.468422,
2006-10-21,0.667583,0.588683,3.421453,12.574425,0.468422,3.127279,4.952289,55.582371,0.248617,0.371292,0.468422,235.120484,0.526306,1.445921,0.617829,3.521776,0.468422,
2006-10-22,0.667583,0.588683,3.421453,12.574425,0.468422,3.127279,4.952289,55.582371,0.248617,0.371292,0.468422,235.120484,0.526306,1.445921,0.617829,3.521776,0.468422,
2006-10-23,0.670264,0.593496,3.433015,12.612202,0.468636,3.139497,4.963035,55.899485,0.250093,0.373385,0.468636,235.340901,0.528527,1.446643,0.618886,3.600851,0.468636,
2006-10-24,0.673313,0.591734,3.422364,12.569749,0.46719,3.112194,4.957964,55.74734,0.249312,0.371996,0.46719,234.565881,0.526263,1.442564,0.61517,3.603861,0.46719,
2006-10-25,0.665853,0.589687,3.40654,12.529131,0.466689,3.070728,4.918803,55.487737,0.248289,0.369918,0.466689,233.851219,0.524359,1.439241,0.612363,3.524396,0.466689,
2006-10-26,0.665361,0.588142,3.40964,12.557942,0.469227,3.063875,4.924777,55.524341,0.248143,0.369645,0.469227,233.785532,0.526522,1.444646,0.613684,3.510406,0.469227,
2006-10-27,0.663673,0.585527,3.390363,12.522951,0.469062,3.068061,4.897118,55.144109,0.247028,0.368094,0.469062,233.562778,0.524828,1.44635,0.610042,3.474031,0.469062,
2006-10-28,0.663673,0.585527,3.390363,12.522951,0.469062,3.068061,4.897118,55.144109,0.247028,0.368094,0.469062,233.562778,0.524828,1.44635,0.610042,3.474031,0.469062,
2006-10-29,0.663673,0.585527,3.390363,12.522951,0.469062,3.068061,4.897118,55.144109,0.247028,0.368094,0.469062,233.562778,0.524828,1.44635,0.610042,3.474031,0.469062,
2006-10-30,0.66864,0.584109,3.389675,12.506894,0.467625,3.070559,4.927749,54.991359,0.24613,0.367688,0.467625,234.558959,0.526051,1.446483,0.607788,3.512777,0.467625,
2006-10-31,0.66581,0.583033,3.384613,12.518142,0.468858,3.064892,4.921043,54.744767,0.245648,0.367242,0.468858,234.017628,0.525891,1.448549,0.604848,3.452112,0.468858,
2006-11-01,0.667694,0.582838,3.373652,12.502751,0.467899,3.027808,4.920023,54.853621,0.245322,0.366865,0.467899,235.039255,0.529643,1.445557,0.60441,3.456673,0.467899,
2006-11-02,0.669227,0.581861,3.360468,11.955677,0.467361,3.016639,4.94606,54.722984,0.244871,0.365698,0.467361,234.540135,0.52942,1.439422,0.603328,3.468203,0.467361,
2006-11-03,0.67384,0.585377,3.363984,12.009033,0.46662,3.027064,4.969521,55.067568,0.2453,0.367215,0.46662,235.487662,0.527541,1.439116,0.605795,3.444,0.46662,
2006-11-04,0.67384,0.585377,3.363984,12.009033,0.46662,3.027064,4.969521,55.067568,0.2453,0.367215,0.46662,235.487662,0.527541,1.439116,0.605795,3.444,0.46662,
2006-11-05,0.67384,0.585377,3.363984,12.009033,0.46662,3.027064,4.969521,55.067568,0.2453,0.367215,0.46662,235.487662,0.527541,1.439116,0.605795,3.444,0.46662,
2006-11-06,0.66507,0.58843,3.375903,12.012491,0.468902,3.042778,4.94731,55.40899,0.246942,0.36846,0.468902,234.340457,0.529624,1.442078,0.608143,3.447273,0.468902,
2006-11-07,0.660502,0.585535,3.352525,11.990386,0.46892,3.026934,4.949728,55.137238,0.246,0.366946,0.46892,233.593865,0.529686,1.445399,0.606634,3.431968,0.46892,
2006-11-08,0.665886,0.584178,3.342571,11.986455,0.467108,3.011824,4.961745,55.031665,0.245159,0.366072,0.467108,234.656075,0.527144,1.434491,0.60585,3.41659,0.467108,
2006-11-09,0.659621,0.580904,3.311079,12.455539,0.467675,2.999563,4.940598,55.094752,0.245226,0.364431,0.467675,233.4293,0.52766,1.433929,0.60769,3.377915,0.467675,
2006-11-10,0.659233,0.577169,3.302074,12.406295,0.46613,2.967435,4.987308,54.772266,0.24398,0.362634,0.46613,234.403104,0.526654,1.431027,0.607231,3.360894,0.46613,
2006-11-11,0.659233,0.577169,3.302074,12.406295,0.46613,2.967435,4.987308,54.772266,0.24398,0.362634,0.46613,234.403104,0.526654,1.431027,0.607231,3.360894,0.46613,
2006-11-12,0.659233,0.577169,3.302074,12.406295,0.46613,2.967435,4.987308,54.772266,0.24398,0.362634,0.46613,234.403104,0.526654,1.431027,0.607231,3.360894,0.46613,
2006-11-13,0.657491,0.575882,3.285575,12.343485,0.46335,2.963152,4.947798,54.477801,0.243127,0.361259,0.46335,233.18883,0.526426,1.422528,0.606192,3.359236,0.46335,
2006-11-14,0.658541,0.577937,3.28487,12.390902,0.464831,2.981645,4.947582,54.670439,0.245112,0.362753,0.464831,234.363551,0.528748,1.425799,0.606595,3.36395,0.464831,
2006-11-15,0.65962,0.580364,3.290218,12.411463,0.465839,2.991028,4.943518,54.916276,0.246558,0.363227,0.465839,234.241401,0.530457,1.425484,0.608805,3.350078,0.465839,
2006-11-16,0.65495,0.580905,3.292763,12.414947,0.465524,3.004403,4.940873,55.026744,0.246407,0.363861,0.465524,235.189026,0.531419,1.428665,0.607175,3.372303,0.465524,
2006-11-17,0.649079,0.574873,3.269795,11.784517,0.463113,2.976538,4.915486,54.427506,0.243918,0.360399,0.463113,232.810754,0.530616,1.419649,0.602444,3.367211,0.463113,
2006-11-18,0.649079,0.574873,3.269795,11.784517,0.463113,2.976538,4.915486,54.427506,0.243918,0.360399,0.463113,232.810754,0.530616,1.419649,0.602444,3.367211,0.463113,
2006-11-19,0.649079,0.574873,3.269795,11.784517,0.463113,2.976538,4.915486,54.427506,0.243918,0.360399,0.463113,232.810754,0.530616,1.419649,0.602444,3.367211,0.463113,
2006-11-20,0.665738,0.576888,3.29228,12.358329,0.463899,2.991929,4.986066,54.764576,0.244472,0.361912,0.463899,234.986066,0.531432,1.423112,0.602258,3.35699,0.463899,
2006-11-21,0.6628,0.574007,3.282699,12.319441,0.462735,2.972155,4.956954,54.526134,0.243579,0.360218,0.462735,233.669536,0.530096,1.420266,0.59987,3.338136,0.462735,
2006-11-22,0.665092,0.567815,3.243963,12.292941,0.462917,2.952059,4.941147,54.051733,0.241816,0.357769,0.462917,233.190226,0.528639,1.421166,0.597295,3.309291,0.462917,
2006-11-23,0.670164,0.565571,3.234557,12.263498,0.462192,2.944724,4.961996,53.730864,0.241195,0.35685,0.462192,234.19691,0.527816,1.4168,0.59626,3.326482,0.462192,
2006-11-24,0.667185,0.559887,3.196607,12.204276,0.462449,2.914826,4.994169,53.588973,0.2393,0.353419,0.462449,234.76586,0.524015,1.419898,0.594063,3.306167,0.462449,
2006-11-25,0.667185,0.559887,3.196607,12.204276,0.462449,2.914826,4.994169,53.588973,0.2393,0.353419,0.462449,234.76586,0.524015,1.419898,0.594063,3.306167,0.462449,
2006-11-26,0.667185,0.559887,3.196607,12.204276,0.462449,2.914826,4.994169,53.588973,0.2393,0.353419,0.462449,234.76586,0.524015,1.419898,0.594063,3.306167,0.462449,
2006-11-27,0.659006,0.554133,3.162172,12.111449,0.459405,2.89072,4.956449,53.328436,0.236891,0.349809,0.459405,232.707175,0.520271,1.410221,0.590268,3.282226,0.459405,
2006-11-28,0.66398,0.551452,3.154044,12.063299,0.458727,2.880281,4.9597,53.230962,0.234748,0.347415,0.458727,231.903141,0.5181,1.406198,0.585151,3.2648,0.458727,
2006-11-29,0.659651,0.556165,3.173933,12.107471,0.459672,2.870084,4.963116,53.510121,0.236129,0.349614,0.459672,233.111911,0.523267,1.412509,0.586896,3.279551,0.459672,
2006-11-30,0.655532,0.553262,3.15663,12.127341,0.462045,2.842498,4.950661,53.443286,0.234911,0.348687,0.462045,232.787057,0.52725,1.415879,0.585481,3.292967,0.462045,
2006-12-01,0.652719,0.552608,3.134836,12.103514,0.463261,2.831134,4.946871,53.420376,0.233697,0.347246,0.463261,231.425793,0.53028,1.414925,0.585527,3.349608,0.463261,
2006-12-02,0.652719,0.552608,3.134836,12.103514,0.463261,2.831134,4.946871,53.420376,0.233697,0.347246,0.463261,231.425793,0.53028,1.414925,0.585527,3.349608,0.463261,
2006-12-03,0.652719,0.552608,3.134836,12.103514,0.463261,2.831134,4.946871,53.420376,0.233697,0.347246,0.463261,231.425793,0.53028,1.414925,0.585527,3.349608,0.463261,
2006-12-04,0.658793,0.551176,3.129853,12.083405,0.461917,2.828063,4.973849,53.278376,0.233106,0.346368,0.461917,232.174154,0.526757,1.411797,0.585466,3.298777,0.461917,
2006-12-05,0.662667,0.553769,3.149988,12.159475,0.464578,2.83306,4.971572,53.388678,0.235272,0.348809,0.464578,233.537968,0.530608,1.41742,0.590603,3.289128,0.464578,
2006-12-06,0.670715,0.557736,3.181805,12.219921,0.466341,2.846904,4.963148,53.772989,0.237154,0.350976,0.466341,234.483364,0.535098,1.425558,0.593991,3.29668,0.466341,
2006-12-07,0.666913,0.559242,3.183784,12.267188,0.467949,2.849324,4.96654,53.874331,0.238307,0.352212,0.467949,235.129614,0.537863,1.43079,0.593195,3.296069,0.467949,
2006-12-08,0.660732,0.563981,3.260001,11.863208,0.475032,2.927082,5.019861,55.220599,0.242978,0.35466,0.475032,236.604483,0.545397,1.429742,0.603951,3.361044,0.475032,
2006-12-09,0.660732,0.563981,3.260001,11.863208,0.475032,2.927082,5.019861,55.220599,0.242978,0.35466,0.475032,236.604483,0.545397,1.429742,0.603951,3.361044,0.475032,
2006-12-10,0.660732,0.563981,3.260001,11.863208,0.475032,2.927082,5.019861,55.220599,0.242978,0.35466,0.475032,236.604483,0.545397,1.429742,0.603951,3.361044,0.475032,
2006-12-11,0.654399,0.56331,3.2078,11.786326,0.468929,2.877875,4.943379,54.752636,0.239189,0.353882,0.468929,234.344256,0.538113,1.43255,0.596964,3.295208,0.468929,
2006-12-12,0.64755,0.558964,3.16896,11.710024,0.466271,2.854275,4.93156,54.404745,0.236452,0.350976,0.466271,233.718237,0.537028,1.417521,0.591745,3.245367,0.466271,
2006-12-13,0.654549,0.563492,3.193571,11.815446,0.467414,2.8832,4.975423,54.864033,0.237491,0.353619,0.467414,236.712755,0.539977,1.426571,0.594116,3.25305,0.467414,
2006-12-14,0.662139,0.567761,3.220049,11.836635,0.467871,2.901533,4.977419,55.097614,0.238363,0.355606,0.467871,236.759006,0.541019,1.431172,0.596992,3.260908,0.467871,
2006-12-15,0.652523,0.569977,3.224675,12.316884,0.467071,2.906044,4.934926,55.172045,0.238937,0.35657,0.467071,235.132822,0.540203,1.425602,0.59647,3.260082,0.467071,
2006-12-16,0.652523,0.569977,3.224675,12.316884,0.467071,2.906044,4.934926,55.172045,0.238937,0.35657,0.467071,235.132822,0.540203,1.425602,0.59647,3.260082,0.467071,
2006-12-17,0.652523,0.569977,3.224675,12.316884,0.467071,2.906044,4.934926,55.172045,0.238937,0.35657,0.467071,235.132822,0.540203,1.425602,0.59647,3.260082,0.467071,
2006-12-18,0.650037,0.570025,3.224691,12.310294,0.466688,2.906598,4.914717,55.076025,0.239433,0.356087,0.466688,234.305452,0.539401,1.421073,0.597123,3.276787,0.466688,
2006-12-19,0.650424,0.563161,3.172099,12.202651,0.464332,2.868052,4.907359,54.783251,0.235524,0.35158,0.464332,233.336849,0.534543,1.41599,0.591182,3.255529,0.464332,
2006-12-20,0.651868,0.565257,3.171036,12.218816,0.464658,2.871177,4.937984,54.964764,0.236293,0.352361,0.464658,234.651163,0.533051,1.416209,0.591261,3.213531,0.464658,
2006-12-21,0.649465,0.564172,3.154534,12.204309,0.464095,2.872536,4.921149,54.871867,0.236377,0.352014,0.464095,234.448043,0.53587,1.412313,0.591594,3.243699,0.464095,
2006-12-22,0.653154,0.568776,3.196479,12.273153,0.466331,2.906784,4.977104,55.418693,0.237833,0.354975,0.466331,237.808385,0.538533,1.420574,0.595293,3.283873,0.466331,
2006-12-23,0.653154,0.568776,3.196479,12.273153,0.466331,2.906784,4.977104,55.418693,0.237833,0.354975,0.466331,237.808385,0.538533,1.420574,0.595293,3.283873,0.466331,
2006-12-24,0.653154,0.568776,3.196479,12.273153,0.466331,2.906784,4.977104,55.418693,0.237833,0.354975,0.466331,237.808385,0.538533,1.420574,0.595293,3.283873,0.466331,
2006-12-25,0.652066,0.567652,3.187823,12.265575,0.465518,2.903324,4.968814,55.3193,0.237543,0.354384,0.465518,237.41229,0.538663,1.418208,0.593026,3.269367,0.465518,
2006-12-26,0.65385,0.569383,3.204044,12.283146,0.465868,2.913756,4.98241,55.499094,0.238158,0.355353,0.465868,238.061903,0.541061,1.422089,0.595359,3.283572,0.465868,
2006-12-27,0.661114,0.571358,3.211231,12.292037,0.466186,2.926263,4.976202,55.363359,0.23819,0.355189,0.466186,238.264545,0.541202,1.434787,0.593841,3.298821,0.466186,
2006-12-28,0.650503,0.572773,3.22374,12.358982,0.468801,2.941061,5.004635,55.737003,0.238822,0.356557,0.468801,240.080582,0.543643,1.439243,0.593133,3.280682,0.468801,
2006-12-29,0.648151,0.572262,3.207859,11.836344,0.469346,2.924893,4.979018,55.842817,0.239438,0.355619,0.469346,238.780228,0.546195,1.437518,0.595128,3.305903,0.469346,
2006-12-30,0.648151,0.572262,3.207859,11.836344,0.469346,2.924893,4.979018,55.842817,0.239438,0.355619,0.469346,238.780228,0.546195,1.437518,0.595128,3.305903,0.469346,
2006-12-31,0.648151,0.572262,3.207859,11.836344,0.469346,2.924893,4.979018,55.842817,0.239438,0.355619,0.469346,238.780228,0.546195,1.437518,0.595128,3.305903,0.469346,
2007-01-01,0.647138,0.571084,3.21105,11.817853,0.469358,2.919578,4.97124,55.794631,0.238958,0.355063,0.469358,238.407186,0.546442,1.431686,0.59324,3.284122,0.469358,
2007-01-02,0.649152,0.569081,3.188445,11.84265,0.469117,2.902933,4.953357,55.745583,0.237668,0.353357,0.469117,238.561837,0.546254,1.434664,0.588975,3.238304,0.469117,
2007-01-03,0.647325,0.574,3.211933,11.879074,0.468585,2.934218,4.965846,55.920023,0.239932,0.355771,0.468585,242.585741,0.549239,1.429771,0.591575,3.267682,0.468585,
2007-01-04,0.649378,0.576154,3.24307,12.334976,0.467674,2.954529,4.964638,55.557937,0.240606,0.357194,0.467674,242.40963,0.550543,1.434062,0.596728,3.318403,0.467674,
2007-01-05,0.658923,0.576289,3.247939,11.879257,0.465512,2.963397,5.008246,55.277121,0.241163,0.3585,0.465512,242.901699,0.546641,1.433068,0.596795,3.382018,0.465512,
2007-01-06,0.658923,0.576289,3.247939,11.879257,0.465512,2.963397,5.008246,55.277121,0.241163,0.3585,0.465512,242.901699,0.546641,1.433068,0.596795,3.382018,0.465512,
2007-01-07,0.658923,0.576289,3.247939,11.879257,0.465512,2.963397,5.008246,55.277121,0.241163,0.3585,0.465512,242.901699,0.546641,1.433068,0.596795,3.382018,0.465512,
2007-01-08,0.66824,0.575858,3.257618,11.775715,0.466381,2.956438,4.982117,55.343348,0.240272,0.357654,0.466381,242.131617,0.547496,1.433727,0.596423,3.356724,0.466381,
2007-01-09,0.653536,0.577762,3.266321,12.322292,0.465425,2.958675,4.989078,55.5094,0.239928,0.358102,0.465425,242.213071,0.547287,1.433268,0.59581,3.390331,0.465425,
2007-01-10,0.663827,0.57963,3.283254,12.34721,0.4652,2.997304,5.051769,55.590308,0.240617,0.359505,0.4652,243.24849,0.546017,1.431946,0.598504,3.388877,0.4652,
2007-01-11,0.667234,0.583364,3.308286,12.417614,0.466973,3.026363,5.036576,56.181647,0.240132,0.362135,0.466973,242.369812,0.550011,1.436771,0.598646,3.400992,0.466973,
2007-01-12,0.66616,0.583035,3.290033,11.913942,0.46805,3.013251,5.021542,56.330328,0.238985,0.362043,0.46805,241.620506,0.547229,1.439919,0.597697,3.377539,0.46805,
2007-01-13,0.66616,0.583035,3.290033,11.913942,0.46805,3.013251,5.021542,56.330328,0.238985,0.362043,0.46805,241.620506,0.547229,1.439919,0.597697,3.377539,0.46805,
2007-01-14,0.66616,0.583035,3.290033,11.913942,0.46805,3.013251,5.021542,56.330328,0.238985,0.362043,0.46805,241.620506,0.547229,1.439919,0.597697,3.377539,0.46805,
2007-01-15,0.652992,0.584256,3.28435,12.432168,0.467984,3.009225,5.020621,56.356269,0.238152,0.361768,0.467984,241.559945,0.546415,1.43991,0.596737,3.368208,0.467984,
2007-01-16,0.665581,0.583487,3.27349,12.416513,0.467455,3.009588,5.042512,56.44922,0.238286,0.361808,0.467455,243.131083,0.549586,1.43833,0.597055,3.375556,0.467455,
2007-01-17,0.655369,0.585477,3.294843,12.467975,0.469572,3.021809,5.032478,56.631709,0.238233,0.362884,0.469572,243.484414,0.550386,1.443517,0.596146,3.360852,0.469572,
2007-01-18,0.652008,0.586064,3.305829,12.459397,0.469874,3.035492,5.017039,56.976871,0.237928,0.362529,0.469874,242.858179,0.551407,1.442467,0.595055,3.362493,0.469874,
2007-01-19,0.650997,0.587387,3.308352,11.977259,0.471137,3.036401,5.03651,57.096669,0.238311,0.36328,0.471137,244.407309,0.55164,1.451557,0.596687,3.360301,0.471137,
2007-01-20,0.650997,0.587387,3.308352,11.977259,0.471137,3.036401,5.03651,57.096669,0.238311,0.36328,0.471137,244.407309,0.55164,1.451557,0.596687,3.360301,0.471137,
2007-01-21,0.650997,0.587387,3.308352,11.977259,0.471137,3.036401,5.03651,57.096669,0.238311,0.36328,0.471137,244.407309,0.55164,1.451557,0.596687,3.360301,0.471137,
2007-01-22,0.647385,0.587183,3.309976,12.468338,0.469935,3.037522,5.00127,57.147004,0.237653,0.362884,0.469935,243.204993,0.554777,1.451065,0.596182,3.353957,0.469935,
2007-01-23,0.647495,0.583207,3.271279,12.425586,0.469297,2.999243,5.027748,57.095495,0.236721,0.36036,0.469297,243.322523,0.554054,1.451604,0.592324,3.331279,0.469297,
2007-01-24,0.652426,0.587347,3.298211,12.476135,0.470509,2.985881,5.058619,56.869079,0.239048,0.362963,0.470509,243.475736,0.554499,1.455011,0.602483,3.351385,0.470509,
2007-01-25,0.67091,0.587191,3.302578,12.487544,0.470597,2.982798,5.058006,57.206241,0.239372,0.363676,0.470597,243.310179,0.556606,1.458705,0.607994,3.415973,0.470597,
2007-01-26,0.657608,0.586895,3.296205,11.946375,0.469088,2.972643,5.073652,56.99151,0.23888,0.362818,0.469088,242.823453,0.553334,1.45443,0.607358,3.409259,0.469088,
2007-01-27,0.657608,0.586895,3.296205,11.946375,0.469088,2.972643,5.073652,56.99151,0.23888,0.362818,0.469088,242.823453,0.553334,1.45443,0.607358,3.409259,0.469088,
2007-01-28,0.657608,0.586895,3.296205,11.946375,0.469088,2.972643,5.073652,56.99151,0.23888,0.362818,0.469088,242.823453,0.553334,1.45443,0.607358,3.409259,0.469088,
2007-01-29,0.664991,0.586672,3.273648,12.43166,0.468723,2.951548,5.054238,57.047295,0.238899,0.361585,0.468723,243.292595,0.553912,1.452379,0.606451,3.427285,0.468723,
